CATEGORIA,SEGMENTO,MARCA,SKU,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021,01/12/2021,01/01/2022,01/02/2022,01/03/2022,01/04/2022,01/05/2022,01/06/2022,01/07/2022,01/08/2022,01/09/2022,01/10/2022,01/11/2022,01/12/2022,01/01/2023,01/02/2023,YTD 22,YTD 23
FOTOPROTECTOR,Sun Adult,Solaid,SOLAID PORT SOL. CREMA GEL TUBO X 125G,,,,,,,,,,,,,,,,,,562,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Adult,Suncare,PROTECTOR SOLAR SPF 30+ - SUNCARE ANTIOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Adult,Tanga,BLOQ TANGA CREMA FPS70x250ML,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Adult,Tanga,BLOQ TANGA CREMA FPS100x150ML,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Adult,Umbrella,UMBRELLA CR UR TU F50  50 G X 1,,,,,,,,,,,,,,"2,651","5,624","9,439","4,073","7,822","9,115","5,236","6,788","16,097","16,614","13,059","15,063","19,780","6,206",711,"1,164","3,038","4,267","5,883","6,528","11,960","15,249","6,817","8,852","9,918","7,891","6,854","35,464","32,058","51,158","51,922","63,105","63,000","59,828","43,324","75,405","67,185","89,187","71,449","75,270","63,267","79,978","93,485","89,923","135,521","121,890","105,016","112,975","146,321",142590,259296
FOTOPROTECTOR,Sun Adult,Umbrella,UMBRELLA PL50+ EMU SP  120 G X 1,,,,,,,,,,,,"66,421","97,627","70,238","55,480","44,344","32,485","28,653","31,773","31,285","39,635","42,385","42,281","54,341","73,971","55,228","30,266","8,761","11,679","11,145","15,557","15,695","19,204","28,912","38,303","34,805","37,876","25,392","29,975","20,639","18,045","14,028","24,907","26,607","31,278","37,946","37,107","48,905","61,820","54,747","48,728","31,881","30,729","25,989","30,788","32,478","36,162","45,974","50,659","60,925","59,000","84,696",116567,143696
FOTOPROTECTOR,Sun Adult,Umbrella,UMBRELLA PLUS EMU.SPR  120 G X 1,,,,,,,,,,,,"9,705","7,362","5,823","6,024","4,752","2,878","2,343","3,280","2,744","3,213","4,886","5,622","4,752","4,819","7,697","4,150","1,205",937,736,"1,472",937,"1,472","2,476","2,543","3,681","5,522","3,944","4,207","2,191","3,050","2,403","4,159","3,605","2,403","4,171","5,888","6,706","7,524","6,052","5,398","7,072","5,333","4,418","5,454","4,330","6,440","8,883","6,995","11,658","14,273","9,955",13576,24228
FOTOPROTECTOR,Sun Adult,Umbrella,UMBRELLA S E MAX F100  100 G X 1,,,,,,,,,,,,"9,069","18,162","14,703","10,349","7,673","8,861","9,342","6,073","8,813","8,148","8,790","13,244","10,633","19,920","14,047","6,762","1,055",767,852,"2,059","2,373",785,"2,324","10,085","7,305","6,377","3,175","4,450","3,439","1,369","1,203","1,712","3,575","2,621","5,066","5,914","4,456","3,625","2,282","1,715",341,85,163,71,640,,92,,,,,5907,0
FOTOPROTECTOR,Sun Adult,Uriage,URIAGE BARIESUN SP BRUME SPF50+ FCx200ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,210,,,516,454,328,354,189,0,543
FOTOPROTECTOR,Sun Adult,Uriage,URIAGE BARIESUN SP FLUID SPF50+ FCx200ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,106,,,,,,0,0
FOTOPROTECTOR,Sun Face,Afelius,AFELIUS OIL FREE CREMA SPF 50 90.0000 ML,,,,,,,,,,,,,,,,,,,,,,,,"2,947","22,175","22,100","8,841","3,315","2,284","3,021",810,"2,137","6,704","8,251","12,230","7,883","11,399","14,078","6,850","8,250","10,777","6,188","13,976","8,460","15,058","19,688","18,112","9,539","21,787","18,909","9,810","6,455","10,840","13,047","19,840","24,541","27,444","27,650","31,145","19,518","33,849","36,301",40696,70150
FOTOPROTECTOR,Sun Face,Avene,AVENE CLENANCE 50  50ML,127,127,381,127,,,,,254,,127,254,,381,127,127,,,127,,,,,,,127,,,,,,,,,,,,,,0,0,,0,,,,,,,0,0,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Avene,AVENE CR.COL SP50+  50 ML X 1,739,470,470,201,201,336,134,201,269,,134,201,67,134,67,67,67,201,67,201,67,67,134,134,134,201,67,67,,,,,67,,66,77,,207,65,131,142,71,141,193,,65,166,295,366,338,87,48,86,,,,87,,,,,,704,0
FOTOPROTECTOR,Sun Face,Avene,AVENE CR.COMP.DOR  10 G X 1,667,417,334,334,,167,167,83,334,167,83,250,,167,,250,,167,417,167,83,83,,334,83,83,83,,,,,,,83,,90,81,,,252,,,,,104,104,119,116,,97,,,,,,,,,,,,,97,0
FOTOPROTECTOR,Sun Face,Avene,AVENE EMUL TSC F50  50 ML X 1,"1,238","1,073",825,165,248,413,165,413,330,330,330,330,,165,495,165,165,,83,248,165,330,330,248,165,165,,,,,83,165,83,,334,83,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Avene,AVENE FL SPOR F50+ 100ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,133,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Avene,AVENE SOLAR ANTIEDAD 50 ML,476,357,119,476,357,357,,238,953,953,119,476,,834,238,119,238,357,,,357,119,,119,238,238,357,119,,,119,119,,238,141,141,,0,,,0,,,,0,,,0,,,0,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Avene,AVENE SOLAR ANTIEDAD 50+ FCO 50 ML,,,,,,,,,,,104,156,52,156,52,52,52,,,,,,104,52,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Avene,AVENE SPR.SPF50+  200 ML X 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,135,140,464,227,,,,,,,,,,,,604,0
FOTOPROTECTOR,Sun Face,Bagovit,BAGOVIT SOLAR CREMA FPS60 60.0000 G,"32,858","29,898","27,431","22,251","19,142","16,824","18,402","21,708","52,148","93,393","91,074","67,097","115,890","84,858","73,215","54,862","58,512","47,264","60,881","57,180","72,129","77,013","84,414","82,490","113,056","91,940","44,600","20,770","13,249","14,274","24,767","19,816","22,201","40,159","38,087","50,476","58,632","39,956","30,537","24,268","17,560","14,619","11,532","8,145","3,357","3,681","2,652","2,028",836,357,54,,,,,,,,,,,,1193,0
FOTOPROTECTOR,Sun Face,Bariesun,URIAGE BARIESUN CR MINER.SPF50+ TBO100ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,187,0,386
FOTOPROTECTOR,Sun Face,Bariesun,URIAGE BARIESUN CR MINER.SPF50+ TBOx50ML,"1,435",861,804,459,459,918,230,574,402,344,344,517,402,402,230,230,115,57,115,115,115,57,57,115,57,57,115,,,57,57,,,,58,52,,,,,,,350,,,139,72,,72,72,72,72,72,72,67,,,,,,,71,144,71
FOTOPROTECTOR,Sun Face,Bariesun,URIAGE BARIESUN CR TE D F50+  50 ML X 1,,,,,,,,,,,,191,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Bariesun,URIAGE BARIESUN LEC F50+ INF  100 ML X 1,,,,,,,,,,,,81,157,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,0,105
FOTOPROTECTOR,Sun Face,Bariesun,URIAGE BARIESUN MATIF FLUI SPF50+TBX50ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,414,193,535,618,0,1153
FOTOPROTECTOR,Sun Face,Bariesun,URIAGE BARIESUN STICK INV SPF50+ BARx8G,833,686,490,147,294,294,196,147,98,147,49,343,245,294,196,49,196,245,245,49,147,49,98,196,245,245,,,49,,,,,,,,,,,,,42,20,39,79,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Bioderma,PHOT. BLOQ SPF50+AQUAFLUD CLAIR TB 40ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,657","18,637","27,973","26,842",0,54815
FOTOPROTECTOR,Sun Face,Bioderma,PHOTOD. ACT DEF CR SPF50 CLAIRE FC 40ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,441","11,604","12,670","9,777",0,22447
FOTOPROTECTOR,Sun Face,Bioderma,PHOTOD.MAX BLOQ SPF50+ TBOx40ML,,,,,,,,,,,,,,,,,132,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Bioderma,"PHOTOD.MAX BLOQ SPF50+ TBOx40ML, CLARO","12,075","8,988","9,442","8,443","8,897","6,083","8,080","8,806","8,988","9,714","10,350","12,166","13,618","8,806","8,080","7,717","8,716","5,901","8,352","7,081","7,354","7,081","6,083","9,987","10,531","10,077","5,175","2,088","6,174","3,359","11,712","3,178","4,539","6,718","7,822","8,517","7,207","4,167","6,689","6,083","6,102","6,495","7,845","10,628","11,675","8,918","11,834","10,174","11,603","13,499","9,703","9,796","8,100","8,665","6,925","6,577","4,935","1,853",312,220,51,,25102,51
FOTOPROTECTOR,Sun Face,Bioderma,"PHOTOD.MAX BLOQ SPF50+ TBOx40ML, DORADO",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,0,0,,,,,,0,,0,0,0,,0,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Bioderma,PHOTOD.MAX BLOQ SPF100 CR GOLTBx40ML,"46,866","36,981","39,099","37,511","36,716","29,920","35,481","35,834","46,866","51,368","51,985","60,194","62,577","48,367","44,130","37,952","28,773","18,976","29,391","31,068","26,213","28,243","27,890","36,187","37,864","41,218","21,800","13,857","30,891","10,680","33,362","11,650","12,710","18,976","21,866","23,386","23,957","19,824","20,840","13,554","14,534","17,163","20,916","18,148","15,756","13,515","21,619","22,878","21,254","18,945","16,752","17,630","18,432","17,378","23,875","20,464","18,162","8,095","2,178","1,315",300,100,40199,400
FOTOPROTECTOR,Sun Face,Bioderma,PHOTOD.MAX CR.COMP.SPF50+ CLAIR UND,"14,117","12,351","9,445","10,888","9,677","9,334","9,334","9,001","9,011","11,382","8,708","12,674","10,595","8,930","9,384","6,892","8,153","7,235","10,938","8,809","7,941","8,597","7,376","9,122","7,941","11,231","4,692","1,221","3,996","2,553","7,104","2,331","2,563","3,219","4,783","5,310","3,859","2,942","3,057","4,820","3,005","4,041","4,423","6,112","3,987","4,579","4,399","6,868","5,946","6,741","3,653","3,246","2,362","2,633","4,336","3,294","6,142","1,632",662,178,,120,12687,120
FOTOPROTECTOR,Sun Face,Bioderma,PHOTOD.MAX CR.COMP.SPF50+ DORE UND,243,122,122,,122,,243,243,487,243,243,122,243,365,122,609,243,487,243,122,487,122,487,122,122,365,122,,,,122,,122,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Bioderma,"PHOTOD.NUDE TOUCH SPF50+ Fx40ML, T.CLAIR",,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM AKN MNC30 TE  40 ML X 1,"37,382","27,792","24,773","33,919","28,413","20,866","25,039","26,638","26,638","27,703","26,282","35,073","31,166","30,988","31,610","26,194","21,399","18,025","24,063","25,661","22,553","23,974","26,815","23,796","33,475","28,325","14,562","5,328","10,921","8,702","14,828","10,300","13,052","22,109","23,506","25,408","26,807","18,604","22,020","15,995","16,522","21,789","26,170","22,297","14,220","13,679","25,573","26,681","24,992","24,495","23,450","21,064","22,791","18,029","19,799","26,010","31,746","15,718","26,126","28,423","31,761","26,788",49487,58549
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM AQ/FLU CL TE  40 ML X 1,"13,871","9,334","9,596","10,381","8,549","7,502","7,851","10,207","10,294","10,294","10,730","13,609","13,085","10,207","10,730","9,073","7,590","6,368","10,643","10,032","12,562","11,341","12,736","15,441","13,871","10,730","5,234","1,832","9,770","11,864","12,300","5,583","6,019","11,253","9,317","9,007","10,676","6,407","8,849","5,389","6,794","7,619","9,178","7,281","5,929","10,113","10,303","11,980","11,471","11,657","7,986","8,511","8,147","8,003","6,644","8,113","7,514","5,252","3,747","8,545","9,377",391,23128,9768
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM AQ/FLU DO TE  40 ML X 1,"10,969","10,434","7,848","8,562","7,937","6,867","7,759","6,956","6,243","8,294","6,332","10,078","9,632","9,097","9,097","7,759","6,956","7,045","8,294","6,778","8,294","8,740","9,721","11,237","11,326","13,556","6,064","1,873","5,708","5,708","9,632","4,013","4,370","5,619","5,265","8,220","7,563","5,179","4,758","4,704","4,310","4,322","7,043","7,680","8,492","10,539","9,241","10,101","8,634","10,229","6,311","5,038","7,240","5,650","7,860","9,883","18,887","14,767","5,859","3,215","4,923","13,803",18863,18726
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM AQ/FLU NE TE  40 ML X 1,"11,281","9,657","6,837","6,324","5,299","3,675","5,811","6,837","6,153","6,922","9,059","8,375","9,145","8,546","7,093","7,179","6,324","6,153","7,606","5,213","6,922","11,281","11,110","11,196","12,990","10,341","4,786","1,624","6,410","10,854","14,443","7,863","7,093","17,947","9,395","11,074","11,288","7,244","6,846","3,763","6,551","6,245","7,840","8,749","5,894","7,292","12,586","13,889","12,977","9,811","7,309","3,473","2,630","2,147","2,228","2,455","1,897",449,"6,838","11,762","13,460","10,688",22788,24148
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM AR C NC50+TE  30 ML X 1,"139,705","112,548","100,789","102,842","92,670","75,872","101,349","110,122","116,001","125,893","124,773","151,744","140,172","117,588","115,814","97,710","94,163","85,671","108,815","111,335","123,000","134,572","143,345","151,557","152,864","133,452","81,378","38,169","45,075","53,568","63,180","60,007","67,939","104,242","101,943","109,965","108,478","74,922","88,819","69,946","73,049","72,856","107,177","113,331","105,697","138,309","132,340","131,661","130,151","106,541","83,316","104,354","109,547","105,233","120,446","130,862","135,267","174,830","175,032","196,072","159,182","173,821",236692,333003
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM COMPACTO CLARO PROMOCION,1,1,0,0,,0,0,,0,0,0,1,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM COV TOUCH CLAIR SPF50+TBx40ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,315","10,170","17,265","18,343","19,718","29,121","21,786","18,613","17,557","21,546","20,718","19,033","14,864","21,319","16,620","17,857","21,326","38,388","27,008","27,300","18,325","20,448",39103,38773
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM COV TOUCH DORE SPF50+TBx40ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,808","8,493","8,860","11,813","11,515","12,866","17,008","15,121","14,366","11,703","15,884","10,390","14,676","12,964","14,773","11,747","11,421","16,651","23,535","21,871","21,023","16,576","13,211",27587,29787
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM CR CO CL F50  10 G X 1,"11,793","9,828","9,500","10,373","8,517","6,442","8,190","8,190","12,885","9,609","10,264","12,448","10,919","9,937","9,609","7,862","8,517","7,971","10,483","8,408","8,626","8,626","11,684","13,213","13,322","9,282","4,586","1,747","3,713","5,460","4,586","2,402","3,603","5,897","4,992","6,153","4,857","3,379","4,876","3,450","4,326","3,686","5,467","4,055","4,199","4,332","6,351","7,520","3,886","3,705","4,040","3,762","2,829","2,095","1,777",356,431,,76,,247,116,7591,363
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM CR CO DO F50  10 G X 1,"8,351","8,351","7,267","5,640","5,748","3,904","4,664","4,880","5,640","5,640","4,772","7,917","6,833","5,531","6,616","4,013","5,206","3,145","3,579","3,579","4,230","3,904","4,555","6,399","4,880","5,531","1,844",325,"2,278","1,518","4,230","1,193","1,518","2,278","2,462","3,612","1,728","1,574","1,147","1,831","1,148",701,"2,365","1,985",841,"1,437","2,234",578,"1,466",698,888,214,805,972,682,355,178,474,89,59,361,288,2164,649
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM CR M T P S50  40 ML X 1,"38,416","28,620","24,403","26,488","23,756","20,860","21,853","26,016","27,938","32,731","34,372","36,502","35,749","28,839","30,446","25,920","26,181","20,743","28,276","29,503","29,401","29,706","31,012","34,121","33,203","31,437","16,162","8,687","11,317","11,502","16,208","14,409","15,689","29,722","27,231","23,908","28,854","21,129","23,312","19,953","23,560","23,221","21,083","18,363","15,188","16,927","33,005","35,139","32,730","31,541","30,517","22,426","17,625","16,643","12,476","9,394","6,858","2,166","34,840","30,917","14,523","6,481",64271,21004
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM E N T C50+TE  40 ML X 1,"34,976","24,890","22,207","15,637","15,360","15,452","19,431","20,264","23,040","27,851","29,239","50,150","40,342","31,460","28,961","23,687","20,356","19,986","23,780","24,335","29,146","26,833","25,445","39,047","35,346","26,000","19,061","7,587","18,876","21,374","38,677","13,694","15,545","30,997","23,828","32,037","26,382","16,716","23,045","21,839","17,764","19,749","27,404","22,044","17,884","17,124","11,432","6,454","4,005","1,846",259,222,85,166,328,,,109,547,219,283,283,5851,566
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM E N T D50+TE  40 ML X 1,"27,834","14,102","10,948","10,206","11,597","10,855","13,546","16,236","15,865","19,947","18,463","24,586","22,360","23,844","18,185","17,350","15,123","13,638","16,515","15,680","15,308","17,442","20,411","29,782","31,359","22,545","13,453","4,082","11,133","12,989","24,865","8,907","9,185","16,422","17,116","17,282","13,658","7,491","7,712","5,482","6,514","4,991","5,694","5,993","4,701","5,611","3,704","1,481",570,519,75,562,186,321,,301,162,108,162,,,,1089,0
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM E N T N50+TE  40 ML X 1,"17,292","11,589","12,233","12,969","10,853","9,106","12,233","11,681","11,497","15,085","13,613","14,809","15,544","13,429","12,693","11,405","12,877","9,566","9,842","12,233","12,417","11,957","12,417","17,292","17,936","13,337","6,071","4,231","10,853","11,589","18,396","9,198","8,462","12,877","11,796","14,134","14,349","9,082","12,797","8,040","11,904","9,894","11,909","11,432","8,698","7,436","6,321","3,895","1,822","1,158","1,969","1,419","1,481","1,211","1,205","1,009","1,040",636,351,387,225,281,2980,506
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM GEL-CR SPOT-AGE SPF50+ TBx40ML,,,,,,,,,,,,,,,,,,,,,,"8,267","24,483","37,414","34,976","32,539","14,414","8,055","8,797","11,235","15,792","11,447","14,626","28,299","31,519","29,414","34,170","27,109","39,088","30,847","32,508","27,401","30,145","25,893","35,389","55,757","55,338","50,052","49,991","48,775","37,561","33,686","39,660","27,520","32,433","32,621","58,410","14,001","28,009","43,492","45,684","59,553",98766,105237
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM M CREMA TEINTEE 40ML,905,905,226,"1,131",226,905,452,"1,131","1,583","3,393","1,244",792,"1,809","1,131","1,696","1,470",905,"1,357",679,"1,583",905,679,"1,809","1,018","1,696",679,452,226,,113,565,226,339,113,399,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM MA CR F100 T  40 ML X 1,"39,623","35,448","32,501","28,981","31,027","20,876","22,677","26,279","31,764","35,939","33,811","37,003","113,139","33,074","35,284","28,162","26,115","23,414","28,735","35,366","28,981","29,390","39,214","50,020","45,681","37,904","18,092","7,368","22,677","17,192","25,788","13,344","15,964","26,033","25,408","27,159","27,181","22,234","25,035","25,171","16,964","20,206","25,228","33,202","31,785","54,119","37,835","36,724","45,797","34,528","21,999","12,372","10,433","8,878","9,400","7,867","7,390","4,435",980,360,283,141,80325,424
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM MAX CR.SP50  40 ML X 1,"12,370","7,633","8,247","5,615","4,123","4,299","4,913","5,439","7,457","6,492","6,229","10,703","8,773","8,598","8,159","4,825","5,790","4,299","4,825","5,264","4,387","4,825","5,703","9,650","8,247","9,650","4,036","2,456","5,966","5,790","14,388","4,913","4,211","6,492","11,970","9,713","10,043","5,983","6,678","3,623","7,040","7,940","11,390","10,311","5,192","8,154","13,950","13,026","10,308","5,025","2,981","2,008","1,601","1,433","1,388",876,"1,100",98,"7,366","13,475","11,326","20,326",15333,31652
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM MAX FL 100 T  40 ML X 1,"70,834","47,531","39,043","34,028","31,405","23,766","31,405","32,948","32,022","28,241","33,102","307,178","35,417","22,300","17,593","13,349","16,821","17,516","22,840","23,071","23,148","26,852","33,256","52,470","49,846","56,019","16,358","9,645","18,673","19,059","36,652","14,429","17,361","32,793","33,718","33,598","41,885","24,256","31,014","23,635","22,231","20,693","24,043","25,713","19,674","23,112","37,126","41,932","39,377","33,644","40,723","36,707","30,246","19,052","13,861","11,176","11,899","1,875","45,276","75,868","55,271","74,123",73021,129394
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM NUDE TOUCH50 CLAIRE FCO 40 ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,014","28,192","27,396","24,187","24,306","25,702","23,739","36,218","21,594","19,073","7,140","26,612","36,797","42,962","34,209",55588,77171
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM NUDE TOUCH50 DOREE FCO 40 ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,327","16,680","15,481","11,072","12,564","12,581","11,057","18,899","15,858","20,615","15,581","8,045","5,158","3,110","2,216",32161,5326
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM NUDE TOUCH50 TRES CLAIR FC40ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,960","18,579","19,661","16,485","13,443","8,872","8,685","8,876","7,511","10,210","6,791","11,440","19,545","13,653","14,908",38240,28561
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM SP C NC50+TE  30 ML X 1,"45,142","38,139","34,921","31,420","33,880","26,309","37,666","41,073","49,306","44,385","40,978","42,965","40,978","37,666","33,312","27,066","21,010","25,741","18,549","15,331","10,126","6,246","2,934","1,420","1,230",852,95,95,379,189,95,473,189,95,202,177,,70,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Bioderma,PHOTODERM SP MA B S50+  150 ML X 1,,,,,,,,,,,,"5,003","9,277","8,026","7,400","3,023","1,876","1,772","2,710","2,085","1,251","2,710","3,335","10,110","13,029","10,319","3,023",313,625,417,"1,980","1,251","1,355","3,648","2,646","3,250","3,637",981,"1,326",208,112,389,844,300,225,505,280,93,280,,93,,,,93,,,,,,,,280,0
FOTOPROTECTOR,Sun Face,Cetaphil,CETAPHIL DAYLONG GEL SPF50  50 ML X 1,,,,,,,,,,,,75,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Cetaphil,CETAPHIL UV DEFEN.S50  50 ML X 1,,,,,,,,,,,,"15,339","16,950","12,047","9,065","6,545","4,052","2,214","1,984","1,077",947,255,92,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Emolan,EMOLAN FLUIDO FAC MA AH SPF50+50mL,,,,,,,,,,,,,661,"3,685","2,787","2,551","2,645","2,976","4,299","6,519","4,157",992,"2,362","2,787","8,456","2,645",945,142,"1,606","1,087","1,228","1,275",850,"4,724","2,295","3,222","7,202","2,750","4,500","5,145","2,183","1,471","2,198","4,880","2,599","2,652","2,576","1,751","7,069",,,,,,,,,,,,,,7069,0
FOTOPROTECTOR,Sun Face,Eucerin,BLOQ EUCERIN FPS50 SUN FLUID A,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
FOTOPROTECTOR,Sun Face,Eucerin,"EUC PIGMENT CONTR TINT 50+ FC 5OML, MEDI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,039","109,286","132,492","171,686","189,538","110,606",0,300144
FOTOPROTECTOR,Sun Face,Eucerin,EUC SUN FACIAL OIL CONTRL CLARO FCO 50ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,693","100,229","89,894","98,922","89,207","61,343","80,764","84,628","138,519","170,484","166,420","247,407","237,808","265,694","241,385","269,284",188816,510669
FOTOPROTECTOR,Sun Face,Eucerin,"EUC SUN FLUID FPS50+ Fx50ML, PIGMEN CONT",,,,,,,,,,,,,,,,,,,,,,"7,209","27,583","45,292","48,584","42,158","30,404","8,228","14,340","12,538","28,523","31,188","37,065","53,912","77,414","105,296","79,782","24,200","58,374","67,609","84,882","78,903","97,498","117,970","182,471","195,769","187,113","290,906","257,711","242,902","259,400","223,645","152,303","217,100","287,265","364,911","310,710","464,482","458,234","501,760","497,115","412,674",500613,909789
FOTOPROTECTOR,Sun Face,Eucerin,EUC SUN GEL-CR OIL CONT TINT MED FC 50ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,591","57,765","84,300","98,585","110,170","112,876","68,279","65,839","68,937","128,998","146,579","145,137","248,850","300,148","343,431","342,850","283,709",208755,626559
